object_id,category,course_id,size_mb,tier_static,freq_7d,recency_days,assoc_score,access_cnt_next_7d,label_hot_next_7d
f2556305cad277a8,assignment,a8c38132fabd2ef8,15.164,warm,0,0,0.0387,0,0
979f3458e379b44b,grades,65298a2b28dcfa1e,18.525,hot,0,0,0.056,0,0
8387741e691bfcba,course_material,3eb1b71d66eef466,2.698,hot,0,999,0.018,0,0
370d9f275c1f2854,course_material,e83047c239389e78,96.385,warm,0,792,0.0239,0,0
6f84823e6493fe1b,course_material,4b0ccc6d9f816453,189.069,warm,0,0,0.0494,0,0
e6e8ca9fdc4949e2,media,414fc03289ed9088,11.593,warm,0,17,0.0343,0,0
2f106cfdb091da4d,assignment,44301c57119a4762,2.818,warm,0,37,0.046,0,0
fdc9b8016fdcf382,assignment,571a4b973a2dc01d,58.657,warm,0,22,0.0575,0,0
4652d6da9108aa2e,assignment,b04d89a5728c89e9,7.907,warm,1,0,0.0284,0,0
6a092b6209ee231b,media,1cb13ec9b34abfa2,10.912,warm,0,43,0.0538,0,0
d5bf1cda1a56eab0,media,4558b3561c62c313,3.65,warm,1,0,0.0354,1,1
a85ecdc0e96c31ea,media,b5502d580cc06b77,7.685,warm,0,595,0.0295,0,0
b072e7c655b2f2c7,media,9e23419af015ecb3,6.406,warm,1,3,0.0232,0,0
8613f2ef8a8dd27b,system_log,,12.269,hot,0,26,0.0,0,0
ac0d46ae8f197f65,course_material,cc32e4da043d2b80,0.663,hot,0,0,0.0225,0,0
eb6918e399d6d218,system_log,,4.372,hot,0,240,0.0,0,0
3a5fef052d57d698,course_material,c15f5b32f70f20b2,7.733,hot,0,26,0.0199,0,0
6c0dcb64478cc410,course_material,3eb1b71d66eef466,12.625,hot,1,0,0.018,0,0
6e7d81a9347ba571,assignment,6509e55b2e67f798,9.966,warm,0,10,0.0147,0,0
ca80116174c6277f,media,86cd05b4dc69d310,2048.674,cold,0,0,0.0192,1,1
44c2c50c582794de,course_material,2d7e8125d8eb7688,7.173,hot,0,28,0.0442,0,0
860e4d0e23819ee4,system_log,,568.868,cold,0,999,0.0,0,0
88af593c12246ae0,course_material,ed095d9f0f86358e,5.718,hot,0,999,0.0505,0,0
48e91eb13043c1d8,assignment,d489ae66a6688343,16.436,warm,0,0,0.049,0,0
e5906ad614e804eb,assignment,2be210c5af540cc7,13.441,warm,1,0,0.0228,0,0
127ed2941147d080,course_material,1bec4f70b5f55e86,1.955,hot,0,0,0.1348,0,0
820a1381b7a815ea,course_material,5a90572283e45a1f,4.636,hot,1,2,0.0262,0,0
e0f3d7b337d0016e,course_material,5a625c1d746e4c96,8.7,hot,0,15,0.0328,0,0
b59415c3e8e7af71,exam_material,ed1b15fcf854c750,10.406,warm,0,486,0.0483,0,0
9c0274e98d516d8b,grades,8632e76d6f0cf7f8,8.434,hot,0,999,0.0453,0,0
4247f56c4e2eaa65,system_log,,12.522,hot,0,0,0.0,0,0
d82d58af8f8295a2,assignment,ebda7aa381564c63,2.47,warm,0,0,0.035,0,0
d23a94502f3e1ff8,assignment,7dcd0b7f5c539a77,6.32,warm,0,36,0.0225,0,0
195bf61a772ea360,assignment,be96b3b644b24007,8.487,warm,0,30,0.0471,0,0
8dac623cf953d0b7,course_material,6f3ad8f9400f7e09,9.41,hot,1,0,0.0221,0,0
9b5b7fbe04204775,course_material,1830c9d78d3bfc1e,440.935,cold,1,7,0.0387,0,0
15a76d649ed0ed0a,course_material,e3d7132fc56c8b3b,38.987,hot,0,10,0.0541,0,0
58f56f4571d60886,course_material,0369c88da0a3b814,8.185,hot,0,22,0.018,0,0
8c4ccc0001a0ec11,course_material,f5662b6d122d8f5b,3.44,hot,0,24,0.0328,0,0
2dacb3c634f20f47,exam_material,410e254f59e8725e,63.493,warm,0,192,0.021,0,0
9e3c21000d86f8da,media,006d1f148aff6db1,3.675,warm,0,26,0.07,0,0
0b67df5f7e7a543a,course_material,73913dd5aaafbe3e,26.804,hot,1,5,0.0453,0,0
32419ecd1d612041,media,321454a6a5662c85,1.926,warm,0,0,0.0162,0,0
dbf7f16bf100e9f2,course_material,3a0a7d7b2e008f47,97.033,warm,0,18,0.0317,0,0
5bf89471685f03b0,media,937e072bbc67396d,10.663,warm,0,0,0.0302,0,0
3e8b1118f2cd6e6c,course_selection_data,67fe051b3bc725ba,10.274,hot,0,14,0.0236,0,0
643f084935c0130b,grades,00af4dae5788ea8a,4.139,hot,0,31,0.0516,0,0
9fc77c1f8b670bf2,assignment,b5502d580cc06b77,8.067,warm,1,3,0.0295,0,0
c1b4010223846c69,course_material,4ad7239b61242b1e,1.657,hot,0,0,0.0265,1,1
66948419ceb126a4,assignment,9c83efb51e845c9d,4.337,warm,0,13,0.0331,0,0
852f48a4ae247e08,media,facd0db042a6880c,9.635,warm,0,0,0.0781,0,0
4e66772b93c60d12,assignment,571a4b973a2dc01d,79.791,warm,1,0,0.0575,0,0
ccc4fa5e719d8022,grades,b04d89a5728c89e9,4.597,hot,0,142,0.0284,0,0
3b2ff3f659901f1c,media,450452f44100459c,7.361,warm,1,3,0.0409,0,0
9ed64ac97a7e54b8,media,8632e76d6f0cf7f8,4.478,warm,0,0,0.0453,0,0
e0b0ab38c66a0e6c,system_log,,4.346,hot,0,0,0.0,0,0
11da2e53d73572e8,assignment,c2e92f86d2f15aca,96.799,warm,0,0,0.1444,0,0
74196ccc6932a6ec,assignment,e1bd207c90ad85ef,2.518,warm,0,22,0.0188,0,0
0fe9a904d0d93b51,system_log,,2.029,hot,1,5,0.0,0,0
1658ddf511a6a3cb,system_log,,8.898,hot,1,0,0.0,0,0
c6dc694a5215f21d,archive,,7.671,warm,0,28,0.0,0,0
28828224841f3757,course_material,8e78469a70315cf6,525.889,cold,0,999,0.0199,0,0
e9d82272bdaabefa,course_material,c13ed9ad1de59a20,26.535,hot,1,5,0.0365,0,0
747f9f878e9079fc,assignment,8528d71804a08a5f,570.185,cold,0,30,0.0302,0,0
eb13a16ffe4891c1,system_log,,8.218,hot,0,999,0.0,0,0
c026e4f1d27bd273,system_log,,3.492,hot,0,149,0.0,0,0
f717b179afb4b585,media,85df5c636c5dca24,4.733,warm,1,4,0.039,0,0
b817ac132134b743,media,41b9801fb8f8d58b,1.576,warm,0,34,0.0324,0,0
b0dbab8e7f91c646,course_material,5a90572283e45a1f,4.776,hot,0,38,0.0262,0,0
e00385a59cfff968,course_material,508990bd129fd8cd,1.096,hot,0,999,0.035,0,0
c0f0abb702d5790a,exam_material,7d163412d4e81890,2.098,warm,1,0,0.025,0,0
8f29ea53998997d9,grades,16c28278acd57802,141.292,warm,0,29,0.0158,0,0
dd240ae697d78419,course_material,99f50e96f7fcfbe0,423.088,cold,0,0,0.0103,1,1
07af1f78805a20af,course_material,d8351b48502d1aca,7.361,hot,0,0,0.0398,0,0
97e82db476594588,course_material,65298a2b28dcfa1e,4.62,hot,0,999,0.056,0,0
5ca07b122f377305,system_log,,9.177,hot,0,479,0.0,0,0
5557161b20b44a22,assignment,d053a538b3cac7db,4.702,warm,0,31,0.0354,0,0
d69967814ad0ea67,assignment,2306ffc537533f15,4.987,warm,0,28,0.0206,0,0
11992748434ba0aa,course_material,39b4b8c64ddcb028,2.744,hot,0,40,0.0221,0,0
195b989c1679b7a8,assignment,5a2121589ae73c72,11.853,warm,0,52,0.0475,0,0
1d587a8e6f5dd994,course_selection_data,41a30ea4acf8e23c,0.912,hot,0,999,0.0313,0,0
55fd397085198fd1,media,10d9b448e2877062,3.663,warm,0,24,0.0424,0,0
ca6fb174b270de0d,media,3204dae24a16c94d,12.851,warm,0,31,0.0114,0,0
987b5c8a6269c890,course_material,8cf15ad3b95918a7,16.844,hot,0,0,0.0085,0,0
bb2a998d7b1ad2b0,media,03bd11ccc318092b,5.686,warm,0,999,0.0199,0,0
dbc38e8d4e29a307,course_selection_data,d053a538b3cac7db,2.283,hot,0,999,0.0354,0,0
da5c06efe0ef0897,course_selection_data,8528d71804a08a5f,7.396,hot,0,620,0.0302,0,0
5269af229c9faed0,assignment,8d74f37767ad7472,8.02,warm,0,16,0.0387,0,0
2ec3e9bdcd1986df,assignment,e834f61ba1a3cef5,2.458,warm,0,12,0.0232,0,0
b813159eaf9fbd8b,media,0eb45c13ab06ea00,2.777,warm,0,0,0.0508,0,0
144d463ca5e85886,grades,c2e92f86d2f15aca,5.445,hot,0,0,0.1444,0,0
c1064710f115bc21,system_log,,20.303,hot,0,0,0.0,0,0
69644794e7f65d2b,course_material,ed1b15fcf854c750,7.456,hot,0,136,0.0483,0,0
14785c9cc2e0eef2,course_material,15130a0f00967ac5,3.83,hot,0,0,0.0707,0,0
02e86c3d2e6bf444,course_material,006d1f148aff6db1,13.069,hot,0,0,0.07,0,0
b80f4c40c900d905,course_material,1514acdea4b17a47,44.249,warm,0,0,0.0626,2,1
1378f2216c6c50e3,course_material,0eb45c13ab06ea00,3.155,hot,0,37,0.0508,0,0
49afc781ef9874c4,exam_material,d053a538b3cac7db,1.315,warm,0,999,0.0354,0,0
ccd13015a25d3d90,course_material,414fc03289ed9088,76.85,warm,0,999,0.0343,0,0
3790dab481ab877c,media,e060c3475f5417d0,4.403,warm,0,11,0.0206,0,0
226a73937c629111,grades,b8a382116cef6f0f,472.396,cold,0,999,0.0284,0,0
e264ccec4c5361c1,course_material,84ed49b0eb56c9e3,11.375,hot,1,0,0.0302,0,0
adf6627667555044,course_material,44301c57119a4762,72.801,warm,0,0,0.046,0,0
2e4b059a6c0dc159,media,76a9aede19bbefbf,8.35,warm,0,999,0.042,0,0
8708c95b9dc2b2b2,course_material,1514acdea4b17a47,5.989,hot,0,0,0.0626,0,0
eddb0c3414f94791,system_log,,3.068,hot,0,529,0.0,0,0
b0402015bf250a5f,archive,,29.431,warm,0,999,0.0,0,0
be4e16564bb8cab8,assignment,af8389cbb937077f,1720.396,cold,0,0,0.0177,2,1
61cfc62019a4ff10,course_material,5a2121589ae73c72,67.297,warm,1,0,0.0475,0,0
920c6e8436740f30,assignment,21594e5a92cee062,53.874,warm,0,8,0.0221,0,0
31145a384af7cc46,assignment,4437339296537a4b,122.042,warm,0,0,0.0306,0,0
969f14df24737e07,assignment,c2e92f86d2f15aca,599.21,cold,0,999,0.1444,0,0
a69db29daeff5e27,media,cc32e4da043d2b80,6.577,warm,0,999,0.0225,0,0
76d578127d09a07b,assignment,6b853ea18685d4d0,5.469,warm,0,43,0.0228,0,0
4fd5f5c92d780fd6,course_material,905b73469fcb56db,3.394,hot,1,0,0.0681,0,0
4acb790e0ea98daf,archive,,11.04,warm,0,999,0.0,0,0
d15484c580c932b5,media,ed1b15fcf854c750,101.761,warm,0,999,0.0483,0,0
b823de8c247deffa,assignment,da76bcc8f4bc025b,91.277,warm,0,38,0.0074,0,0
1c978f5519461840,media,734ee4c63343e7ab,7.17,warm,0,704,0.0365,0,0
281d39b135a7a751,grades,41b9801fb8f8d58b,6.685,hot,0,999,0.0324,0,0
28fa7fca9b6754d8,system_log,,10.799,hot,0,0,0.0,0,0
200baaca26d858ee,course_material,4437339296537a4b,12.199,hot,0,0,0.0306,0,0
4b0a364e68442a76,assignment,1514acdea4b17a47,4.009,warm,0,0,0.0626,0,0
a3e0fc436558da4e,media,c47900dbc0e95cfe,8.937,warm,0,161,0.0357,0,0
2388970c7b08ec33,grades,414fc03289ed9088,4.49,hot,0,239,0.0343,0,0
f55fcfbb02994bec,media,177222f35a6e6013,65.794,warm,0,20,0.0262,0,0
ebdaec32a69cf59f,course_material,0eb45c13ab06ea00,16.232,hot,0,0,0.0508,0,0
e6a9870d722659d8,system_log,,2.114,hot,0,999,0.0,0,0
79674c57f0169695,grades,a89bd2da427906fb,8.518,hot,0,0,0.0309,0,0
88cc2fb8915ef64d,archive,,8.075,warm,0,999,0.0,0,0
eee8c8ebe467efb1,system_log,,2.39,hot,0,41,0.0,0,0
52927da15e165b1c,media,3cf10b7f4b046d68,4.14,warm,0,14,0.0221,0,0
b886f00f5beee0d3,course_material,4e3a635cec6cfd05,412.736,cold,0,753,0.0398,0,0
c88dfd7a564418c9,course_material,925c43819a14ca15,58.032,warm,0,999,0.0508,0,0
e532d1f3fd287a64,grades,c15f5b32f70f20b2,5.798,hot,0,999,0.0199,0,0
44368fd483da28dc,media,41b9801fb8f8d58b,105.87,warm,0,37,0.0324,0,0
53264997e5311e03,course_material,0ef99458a0d0bd10,4.942,hot,0,0,0.011,0,0
434ed908265bcdc1,course_material,1cb13ec9b34abfa2,3.769,hot,0,8,0.0538,0,0
0ec13652d39e553d,system_log,,554.943,cold,0,0,0.0,0,0
5b27e0d9f19cda56,assignment,8632e76d6f0cf7f8,12.415,warm,0,0,0.0453,0,0
b86f3ee246eecc5f,course_material,d489ae66a6688343,2.482,hot,0,0,0.049,0,0
5d3acd7d5fab5169,course_selection_data,1bec4f70b5f55e86,8.105,hot,0,32,0.1348,0,0
9601196a9afb4a86,assignment,410e254f59e8725e,491.557,cold,0,0,0.021,0,0
ebcee593ab82b467,course_material,ed1b15fcf854c750,6.178,hot,0,0,0.0483,0,0
3e4bd0756cc6c65b,system_log,,19.827,hot,0,19,0.0,0,0
f3864233a8f5d505,course_material,925c43819a14ca15,97.729,warm,0,0,0.0508,1,1
3eb49bdccb04b0c4,media,76a9aede19bbefbf,7.854,warm,0,26,0.042,0,0
668dbc57f679f3ec,course_material,734ee4c63343e7ab,5.483,hot,0,40,0.0365,0,0
52eb70455b3ef04c,assignment,c4ec220862c2342c,2.638,warm,0,9,0.0372,0,0
1199643f76754f5b,media,a8c38132fabd2ef8,16.056,warm,0,25,0.0387,0,0
f185859f7ccb6080,course_material,4b0ccc6d9f816453,13.36,hot,0,999,0.0494,0,0
2c9f06d540cb9a14,system_log,,2.747,hot,0,33,0.0,0,0
a3681618f04a7ca8,course_material,4558b3561c62c313,3.844,hot,0,0,0.0354,0,0
ce04759e887eb0d8,grades,3c0fa05af17095fd,15.459,hot,0,0,0.0177,0,0
a6789695c15eb657,course_material,4f37a4e4f88f03f2,100.43,warm,1,0,0.0372,0,0
bd7f32992a5629e7,assignment,f5662b6d122d8f5b,13.185,warm,0,0,0.0328,0,0
4d128fa1d48a89a4,assignment,925c43819a14ca15,30.881,warm,0,19,0.0508,0,0
0794863c8e4e3f15,course_material,925c43819a14ca15,68.306,warm,0,38,0.0508,0,0
e1d6a0b7ab03e8d6,course_material,2b4e3674e2cb461a,27.737,hot,0,0,0.0387,0,0
b157c536e87b1527,media,a8c38132fabd2ef8,5.925,warm,0,19,0.0387,0,0
d93fcced8bff81b7,media,00af4dae5788ea8a,3.664,warm,0,999,0.0516,0,0
26c5cff343d67104,assignment,e9bd82c2fe6ff3ff,2.255,warm,0,38,0.056,0,0
0d8f8dedb65ea7f9,assignment,c013b8e05e61c010,3.29,warm,0,33,0.0243,0,0
c866b31128e03f86,course_material,84ed49b0eb56c9e3,3.521,hot,1,0,0.0302,0,0
95cc2f9d59346356,assignment,0369c88da0a3b814,4.324,warm,0,10,0.018,0,0
b66bb954b12a4e1e,assignment,a1c7484032d7f6ac,1.912,warm,1,0,0.0192,1,1
8fd96c962771b2ff,assignment,6b853ea18685d4d0,14.567,warm,1,3,0.0228,0,0
ca060d392987314d,exam_material,d1a09b824d42d75b,87.04,warm,0,0,0.0457,0,0
64e16344b92770bf,course_material,fe14fcf289decc72,14.509,hot,0,0,0.1963,0,0
4b66692a8d775d79,course_material,e834f61ba1a3cef5,4.539,hot,0,15,0.0232,0,0
0b79c9e006730ba1,archive,,3.341,warm,0,36,0.0,0,0
dfd385eeff4bee82,system_log,,5.98,hot,1,4,0.0,0,0
57b0f25b16fd68c7,assignment,d489ae66a6688343,101.543,warm,0,26,0.049,0,0
709b84a783edb32b,grades,e9ffd06158e6b10f,3.636,hot,0,163,0.0144,0,0
acf691708d6e8181,system_log,,12.027,hot,0,999,0.0,0,0
19f71328f2d611c7,course_material,90eae1b970a0a5e5,111.441,warm,0,999,0.0262,0,0
53992c685d427f34,course_material,904721d37234817c,8.316,hot,0,789,0.0199,0,0
e42e43dfc30a268e,course_material,73aef6cbddf3cde2,4.195,hot,0,0,0.0236,0,0
3810de1059dca5f1,course_material,0eb45c13ab06ea00,9.12,hot,0,0,0.0508,0,0
9fc3ec9f3e4ea0b9,course_material,3d2ee09f62a44aef,7.31,hot,0,219,0.0376,0,0
dcace5748d8ab6ab,course_material,c2e92f86d2f15aca,1.9,hot,1,0,0.1444,0,0
59464935f902c7f8,grades,3a0a7d7b2e008f47,8.9,hot,0,0,0.0317,0,0
40a99861fc554842,media,c9782ac56a6553f9,3.844,warm,0,29,0.1271,0,0
ac15538a49a51d67,archive,,40.0,warm,0,999,0.0,0,0
4a3c19726a18622a,assignment,ce2da181e736d848,474.675,cold,0,564,0.0276,0,0
7d96997d0776554b,archive,,7.368,warm,0,999,0.0,0,0
2785b05906936e0e,media,cea688b9a6d67583,69.87,warm,0,38,0.1083,0,0
51249292abdcfd18,assignment,e1bd207c90ad85ef,16.039,warm,0,0,0.0188,0,0
bcde3886e27cad35,course_material,937e072bbc67396d,17.867,hot,0,102,0.0302,0,0
cfea23f7acaa6883,media,2fdb2d657a683697,19.443,warm,1,0,0.0173,0,0
600e8a3957f954a5,media,d1a09b824d42d75b,3.987,warm,0,14,0.0457,0,0
baa96ccc179d5d54,course_material,eb8855d0fd523e13,4.849,hot,1,4,0.0147,0,0
c1d83348dec60724,system_log,,4.1,hot,1,0,0.0,0,0
d50e2b5b2378a7d2,media,4b0ccc6d9f816453,11.656,warm,0,20,0.0494,0,0
f6b2f3da6733608a,assignment,9c83efb51e845c9d,8.449,warm,0,12,0.0331,0,0
a6219e0d87133d99,assignment,ebda7aa381564c63,12.085,warm,1,5,0.035,0,0
dbe2423d7d5af5ed,media,ea1c483d095f25d7,74.917,warm,0,37,0.0438,0,0
a20cbd1a149d126d,media,1b0b3b46bbcefb4d,5.16,warm,0,0,0.0195,0,0
71eb0a9240c3c418,course_material,facd0db042a6880c,16.66,hot,0,0,0.0781,0,0
d8c78f4ec0bdf55a,grades,ad783e60ac2607ce,2.394,hot,0,18,0.0239,0,0
b4a07ff4e55006cc,assignment,1830c9d78d3bfc1e,118.737,warm,0,23,0.0387,0,0
636595ae42e30abb,course_material,be96b3b644b24007,7.251,hot,1,0,0.0471,0,0
d473e3e5135bb230,course_material,4ad7239b61242b1e,1.708,hot,0,239,0.0265,0,0
b7c0c99b54f589f3,course_material,05053b8fe67e1a53,4.026,hot,0,31,0.0221,0,0
894778737b9056f6,course_material,0eb45c13ab06ea00,1.614,hot,0,383,0.0508,0,0
b5e680642768f0de,course_material,d053a538b3cac7db,9.748,hot,0,29,0.0354,0,0
0cd933c355b94afa,assignment,4e3a635cec6cfd05,1.469,warm,0,378,0.0398,0,0
d808205ccd148427,assignment,4b0ccc6d9f816453,12.616,warm,0,0,0.0494,0,0
3dbd11986f17b6c3,exam_material,1c2ae742e8a3617e,19.848,warm,0,352,0.0206,0,0
b7c67d4541569286,course_selection_data,cea688b9a6d67583,16.997,hot,0,999,0.1083,0,0
a54ea9d83218d5ee,assignment,508990bd129fd8cd,14.756,warm,0,11,0.035,0,0
79fd1b06b2202d9e,course_material,508990bd129fd8cd,7.689,hot,1,0,0.035,0,0
ffa9dc29f8858552,course_material,6b853ea18685d4d0,33.483,hot,0,0,0.0228,0,0
1db2b870003b2b69,media,44301c57119a4762,529.5,cold,0,0,0.046,3,1
3c2650c45c743dbb,course_material,b226579cff6a8ae6,7.214,hot,0,999,0.0254,0,0
afc3491c2a4e1f86,course_material,ad783e60ac2607ce,2.741,hot,0,0,0.0239,0,0
d4cb4f5fa79c7105,system_log,,7.263,hot,0,12,0.0,0,0
b8defef17b7c4a75,course_selection_data,39b4b8c64ddcb028,4.873,hot,0,999,0.0221,0,0
78bf63d91ba25511,course_material,be96b3b644b24007,1.566,hot,0,37,0.0471,0,0
eceb40ada5da9582,exam_material,84ed49b0eb56c9e3,5.134,warm,0,0,0.0302,1,1
89efec03cbb352a0,course_material,16c3894a6f74a960,580.104,cold,0,0,0.0306,0,0
314a01a21eafb391,media,313f4a2d57b23755,52.366,warm,0,185,0.0313,0,0
5f853648a6898e59,media,2c82cc69703b0375,3.852,warm,0,18,0.039,0,0
ae7e2eeb64aa3d44,assignment,ed1b15fcf854c750,73.86,warm,0,0,0.0483,1,1
13ddca474467e841,course_material,9bd3501630fb1021,2.301,hot,0,0,1.0,0,0
f9e8c91c52692d71,assignment,73913dd5aaafbe3e,80.546,warm,0,27,0.0453,0,0
47ccb0ac3f9c0b44,assignment,a5a904b71eae6488,3.529,warm,0,999,0.0092,0,0
6246558286810ded,media,e071d15a8a7b6a14,3.727,warm,0,0,0.0254,0,0
bad3c0533902177c,course_material,c4ec220862c2342c,12.755,hot,0,162,0.0372,0,0
12f59ce2a3e9b1ba,course_material,8e78469a70315cf6,5.812,hot,0,999,0.0199,0,0
95eb264123342b63,media,73913dd5aaafbe3e,5.585,warm,0,8,0.0453,0,0
e5744af1f544e371,assignment,ccbd83b2e1fb03b9,8.919,warm,0,999,0.025,0,0
3a39ac5ad15536dc,media,a7637e7599c9e092,18.398,warm,0,999,0.0262,0,0
9a7d867fc2ee388d,assignment,be96b3b644b24007,5.613,warm,0,999,0.0471,0,0
63834e6e91f168d9,course_material,a5c2b9662e60d3c0,9.132,hot,0,0,0.0203,0,0
bc1805029ddd79b0,assignment,b5502d580cc06b77,6.839,warm,0,0,0.0295,0,0
0295d7e07822833f,media,10d9b448e2877062,7.907,warm,0,0,0.0424,1,1
b827a1d6290dfe41,assignment,85df5c636c5dca24,5.39,warm,0,11,0.039,0,0
fca9daa8465484ca,system_log,,7.66,hot,0,0,0.0,0,0
69df73690cfdfc7f,assignment,fe14fcf289decc72,47.355,warm,0,10,0.1963,0,0
d4b87ebb8c380817,course_material,1c2ae742e8a3617e,6.881,hot,1,0,0.0206,0,0
a93897e820d6924b,grades,1830c9d78d3bfc1e,4.947,hot,0,24,0.0387,0,0
c4c0e32de8b41a2d,assignment,facd0db042a6880c,2.504,warm,1,0,0.0781,1,1
b1de10c98970b478,course_material,df07e71c81471091,3.726,hot,1,0,0.0214,0,0
5f1c27b0f153cae8,assignment,0eb45c13ab06ea00,4.575,warm,0,999,0.0508,0,0
bcacd11630a273fd,course_material,2d7e8125d8eb7688,5.872,hot,1,0,0.0442,1,1
c73721969bf05456,course_material,e834f61ba1a3cef5,5.286,hot,0,508,0.0232,0,0
5fb01ee4a92a86f5,media,e060c3475f5417d0,6.514,warm,0,37,0.0206,0,0
8257bf82bf228eb2,system_log,,132.214,warm,0,0,0.0,0,0
75582b34b02010cb,course_material,8632e76d6f0cf7f8,69.639,warm,0,0,0.0453,0,0
ee51a3e2104ed06c,course_material,2be210c5af540cc7,412.931,cold,0,0,0.0228,1,1
6a8f7785d202ba9d,course_material,6f3ad8f9400f7e09,59.204,warm,1,1,0.0221,0,0
dbd5de2c92ce330a,course_material,d1a09b824d42d75b,36.983,hot,0,701,0.0457,0,0
53dbe15f069d7b9e,system_log,,87.603,warm,0,0,0.0,0,0
8abdf76c9cf2f2a7,course_material,8bd851da6e564289,4.911,hot,0,11,0.0188,0,0
8aa8370afdf43a69,media,ea6efc6e46946428,1.521,warm,0,218,0.0239,0,0
6c11aaa2ce8afa4e,course_material,4f37a4e4f88f03f2,2.454,hot,1,4,0.0372,0,0
2ebd3d29a7955165,assignment,72e034ba87b8602b,3.167,warm,0,999,0.0177,0,0
2f77a91c75e8e15a,course_material,b9b10b7882e3282a,1.666,hot,0,0,0.0354,0,0
66104ab1b936b75f,system_log,,2.789,hot,0,16,0.0,0,0
f98e03cd2fd91905,archive,,9.802,warm,0,999,0.0,0,0
ec95c1764accffc5,course_material,4e3a635cec6cfd05,2.644,hot,0,19,0.0398,0,0
59dad439b657c0d0,exam_material,ace519f0040ddb57,52.769,warm,0,999,0.0188,0,0
a98e5e21d5195b09,course_material,a219e796a9bd3c17,32.649,hot,0,0,0.021,1,1
6f177ac22cfcb3bb,system_log,,4.596,hot,0,0,0.0,1,1
d383a39fd0e8de30,media,a04ed6ee985d5e5d,4.558,warm,0,33,0.0413,0,0
4037915229849a0c,media,90eae1b970a0a5e5,85.446,warm,1,0,0.0262,0,0
bcc24b28349434c4,course_material,b9ad23577f2a7d16,197.141,warm,0,30,0.0099,0,0
f455079d2abc6686,media,a8c38132fabd2ef8,1.197,warm,0,11,0.0387,0,0
7ae761586e7014c2,system_log,,24.496,hot,0,64,0.0,0,0
bd9fae973ce802be,assignment,e071d15a8a7b6a14,19.709,warm,0,25,0.0254,0,0
b8d2186a15b74c52,course_material,c4ec220862c2342c,172.638,warm,0,23,0.0372,0,0
7e35808c4bc54baf,assignment,e1bd207c90ad85ef,65.912,warm,0,33,0.0188,0,0
